,Sigla Empresa,Nombre,Año,Número de Mes,Origen,Nombre.1,Ciudad Origen,Pais Origen,Destino,Nombre.2,Ciudad Destino,Pais Destino,Tráfico (N/I),Pasajeros
1273,AAL,AMERICAN,2023,1,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,YOW,"OTTAWA/MACDONALD - CARTIER INTL,",OTAWA,CANADA,I,93.0
1274,AAL,AMERICAN,2023,1,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,YUL,MONTRÉAL-PIERRE ELLIOTT TRUDEAU INT,MONTREAL,CANADA,I,4.0
1275,AAL,AMERICAN,2023,1,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,YVR,VANCOUVER INTERNATIONAL,VANCOUVER,CANADA,I,28.0
1276,AAL,AMERICAN,2023,1,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,YYC,"CALGARY INTL,ALTA",CALGARY,CANADA,I,2.0
1277,AAL,AMERICAN,2023,1,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,YYW,INTERNATIONAL ARMSTRONG,ARMSTRONG,CANADA,I,84.0
1278,AAL,AMERICAN,2023,1,BON,FLAMINGO,BONAIRE,ANTILLAS HOLANDESAS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,1.0
1279,AAL,AMERICAN,2023,1,BOS,GEN.EDWARD L.LOGAN,BOSTON,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,95.0
1280,AAL,AMERICAN,2023,1,BOS,GEN.EDWARD L.LOGAN,BOSTON,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,729.0
1281,AAL,AMERICAN,2023,1,BWI,BALTIMORE WASHINGTON INTERNAL,MARYLAND,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,15.0
1282,AAL,AMERICAN,2023,1,BWI,BALTIMORE WASHINGTON INTERNAL,MARYLAND,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,49.0
1283,AAL,AMERICAN,2023,1,BZE,PHILIP S W GOLDSON INTL,BELIZE,BELIZE,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,7.0
1284,AAL,AMERICAN,2023,1,CAE,METROPOLITAN,CAROLINA DEL SUR,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,4.0
1285,AAL,AMERICAN,2023,1,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,18.0
1286,AAL,AMERICAN,2023,1,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,I,4.0
1287,AAL,AMERICAN,2023,1,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,1.0
1288,AAL,AMERICAN,2023,1,CHA,CHICORAL ESTRA,EL ESPINAL,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,3.0
1289,AAL,AMERICAN,2023,1,CHS,CHARLESTON AFB INTL,CHARLESTON,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,5.0
1290,AAL,AMERICAN,2023,1,CHS,CHARLESTON AFB INTL,CHARLESTON,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,18.0
1291,AAL,AMERICAN,2023,1,CLE,CLEVELAND HOPKINS,OHIO,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,69.0
1292,AAL,AMERICAN,2023,1,CLE,CLEVELAND HOPKINS,OHIO,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,33.0
1293,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,BCN,BARCELONA,BARCELONA,ESPANA,I,28.0
1294,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,I,13.0
1295,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,DOH,DOHA,QATAR,QATAR,I,5.0
1296,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,DXB,INTERNATIONAL DUBAI,DUBAI,EMIRATOS ARABE,I,5.0
1297,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,EWR,NEWARK LIBERTY INTL,NEW YORK,ESTADOS UNIDOS,I,0.0
1298,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,FRA,FRANKFURT MAIN,FRANKFURT,ALEMANIA,I,2.0
1299,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,GCM,GRAND CAYMAN ( CITY ),GRAN CAYMAN,ISLAS CAYMAN,I,1.0
1300,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,GUA,LA AURORA,GUATEMALA,GUATEMALA,I,1.0
1301,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,HEL,HELITAXI,BOGOTA,COLOMBIA,N,2.0
1302,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,I,0.0
1303,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,KIN,NORMAN MANLEY INTL,KINGSTON,JAMAICA,I,3.0
1304,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,LAS,LAS VEGAS,LAS VEGAS,ESTADOS UNIDOS,I,0.0
1305,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,I,0.0
1306,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,LHR,HEATHROW,LONDRES,INGLATERRA,I,353.0
1307,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MAD,BARAJAS,MADRID,ESPANA,I,133.0
1308,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,8.67
1309,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MSY,MOISANT FIED,NEW ORLEANS,ESTADOS UNIDOS,I,0.0
1310,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,NAS,NASSAU INTL,NASSAU,BAHAMAS,I,12.0
1311,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,NRT,NARITA,TOKIO,JAPON,I,0.0
1312,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,POP,PUERTO PLATA,PUERTO PLATA,REPUBLICA DOMINICANA,I,1.0
1313,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,POS,PIARCO,PUERTO ESPANA,TRINIDAD Y TOBAGO,I,1.0
1314,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,SAP,LA MESA,SAN PEDRO SULA,HONDURAS,I,0.0
1315,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,YUL,MONTRÉAL-PIERRE ELLIOTT TRUDEAU INT,MONTREAL,CANADA,I,95.0
1316,AAL,AMERICAN,2023,1,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,I,76.0
1317,AAL,AMERICAN,2023,1,CLT,CHARLOTTE DOUGLAS INTL,NORTE DE CAROLINA,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,159.0
1318,AAL,AMERICAN,2023,1,CLT,CHARLOTTE DOUGLAS INTL,NORTE DE CAROLINA,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,390.0
1319,AAL,AMERICAN,2023,1,CMH,PORT COLUMBUS INTERNATIONAL,OHIO,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,9.0
1320,AAL,AMERICAN,2023,1,COS,COLORADO SPRINGS MUNICIPAL,COLORADO,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,1.0
1321,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,ALB,ALBANY COUNTRY,NEW YORK,ESTADOS UNIDOS,I,2.0
1322,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,ATL,HARTSFIELD JACKSON ATLANTA INTL,ATLANTA,ESTADOS UNIDOS,I,227.0
1323,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,AUS,AUSTIN/ROBERT/MUELLER MUNICIPA,TEXAS,ESTADOS UNIDOS,I,206.0
1324,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BDL,BRADLEY INTL,CONNECTICUT,ESTADOS UNIDOS,I,35.0
1325,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BGI,GRANTLEY ADAMS INTL,BRIDGENTOWN,BARBADOS,I,1.0
1326,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BHM,BIRMINGHAM INTL,ALABAMA,ESTADOS UNIDOS,I,12.0
1327,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BOS,GEN.EDWARD L.LOGAN,BOSTON,ESTADOS UNIDOS,I,201.0
1328,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BWI,BALTIMORE WASHINGTON INTERNAL,MARYLAND,ESTADOS UNIDOS,I,137.0
1329,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,I,10.0
1330,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CHS,CHARLESTON AFB INTL,CHARLESTON,ESTADOS UNIDOS,I,42.0
1331,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CLE,CLEVELAND HOPKINS,OHIO,ESTADOS UNIDOS,I,43.0
1332,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CLT,CHARLOTTE DOUGLAS INTL,NORTE DE CAROLINA,ESTADOS UNIDOS,I,447.0
1333,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CMH,PORT COLUMBUS INTERNATIONAL,OHIO,ESTADOS UNIDOS,I,41.0
1334,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CMI,UNIV OF ILLINOIS WILLARD,CHAMPAIGN,ESTADOS UNIDOS,I,5.0
1335,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CUN,CANCUN INTL,CANCUN,MEXICO,I,1.0
1336,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CVG,COVINGTON - CINCINNATI,CINCINATTI,ESTADOS UNIDOS,I,29.0
1337,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,DEN,STAPLETON  INT,COLORADO,ESTADOS UNIDOS,I,99.0
1338,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,DFW,DALLAS,DALAS,ESTADOS UNIDOS,I,494.0
1339,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,DOH,DOHA,QATAR,QATAR,I,15.0
1340,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,DTW,WAYNE COUNTY,DETROIT,ESTADOS UNIDOS,I,108.0
1341,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,EWR,NEWARK LIBERTY INTL,NEW YORK,ESTADOS UNIDOS,I,211.0
1342,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,EYW,KEY WEST INTL,FLORIDA,ESTADOS UNIDOS,I,1.0
1343,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,GCM,GRAND CAYMAN ( CITY ),GRAN CAYMAN,ISLAS CAYMAN,I,9.0
1344,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,GND,MAURICE BISHOP,GRANADA,ESPANA,I,1.0
1345,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,GSO,PIEDMONT TRIAD INTL,NORTE DE CAROLINA,ESTADOS UNIDOS,I,38.0
1346,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,HAV,JOSE MARTI INTL,HABANA,CUBA,I,1.0
1347,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,HEL,HELITAXI,BOGOTA,COLOMBIA,N,4.0
1348,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,IAH,WILLAM P HOBBY TX,HOUSTON,ESTADOS UNIDOS,I,82.0
1349,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,IND,INDIANAPOLIS INTERNATIONAL,INDIANA,ESTADOS UNIDOS,I,50.0
1350,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,IST,ISTANBUL AIRPORT,ESTAMBUL,TURQUIA,I,4.0
1351,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,JAX,JACKSONVILLE INTERNAL AIRPORT,FLORIDA,ESTADOS UNIDOS,I,118.0
1352,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,I,175.0
1353,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,KIN,NORMAN MANLEY INTL,KINGSTON,JAMAICA,I,2.0
1354,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,LAS,LAS VEGAS,LAS VEGAS,ESTADOS UNIDOS,I,46.0
1355,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,I,433.0
1356,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,LHR,HEATHROW,LONDRES,INGLATERRA,I,59.0
1357,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MAD,BARAJAS,MADRID,ESPANA,I,3.0
1358,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MCI,SIN ACTUALIZAR,KANSAS CITY,ESTADOS UNIDOS,I,44.0
1359,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MCO,HERDON,ORLANDO,ESTADOS UNIDOS,I,143.0
1360,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MEM,MEMPHIS INTERNATIONATIONAL,MEMPHIS,ESTADOS UNIDOS,I,49.0
1361,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MEX,LICENCIADO BENITO JUAREZ INTL,MEXICO,MEXICO,I,1.0
1362,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,3.989
1363,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MSN,SAN PABLO - VAUPES,MITU,COLOMBIA,N,1.0
1364,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MSP,MINNEAPOLIS ST PAUL INTL,MINNEAPOLIS,ESTADOS UNIDOS,I,74.0
1365,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MSY,MOISANT FIED,NEW ORLEANS,ESTADOS UNIDOS,I,105.0
1366,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,NAS,NASSAU INTL,NASSAU,BAHAMAS,I,13.0
1367,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,OMA,EPPLEY AFLD,NEBRASKA,ESTADOS UNIDOS,I,2.0
1368,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,ORD,O .HARE,CHICAGO,ESTADOS UNIDOS,I,453.0
1369,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,ORF,NORFOLKVA BEACH,NORFOLKVA BEACH,ESTADOS UNIDOS,I,51.0
1370,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,PHL,"PHILADELPHIA INTL, PA.",PHILADELPHIA,ESTADOS UNIDOS,I,272.0
1371,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,PHX,SKY HARBORT INTERNATIONAL,ARIZONA,ESTADOS UNIDOS,I,232.0
1372,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,PIT,INTER PITTSBURGH,PITTSBURGH,ESTADOS UNIDOS,I,30.0
1373,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,PNS,PENSACALA REGIONAL,PENSACOLA,ESTADOS UNIDOS,I,11.0
1374,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,PWM,INTER IETPORT,PORTLAND,ESTADOS UNIDOS,I,2.0
1375,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,RDU,"DURHAM, NC.",RALEIGH,ESTADOS UNIDOS,I,134.0
1376,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,RIC,INTER RICHMOND,RICHMOND,ESTADOS UNIDOS,I,68.0
1377,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,SAN,LINDBERGH FIELD,SAN DIEGO,ESTADOS UNIDOS,I,3.0
1378,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,SAT,"SAN ANTONIO / INTL, TX.",SAN ANTONIO,ESTADOS UNIDOS,I,57.0
1379,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,SAV,HILTON HEAD INTERNATIONAL,GEORGIA,ESTADOS UNIDOS,I,19.0
1380,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,SDF,LOUIS VILLE / STANDIFORD,KENTUCKY,ESTADOS UNIDOS,I,29.0
1381,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,SEA,SEATTLE,SEATTLE,ESTADOS UNIDOS,I,213.0
1382,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,SFO,"SAN FRANCISCO / INTL, CA.",SAN FRANCISCO,ESTADOS UNIDOS,I,256.0
1383,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,I,23.0
1384,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,STL,ST. LOUIS,SAINT LOUIS,ESTADOS UNIDOS,I,60.0
1385,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,SYR,SYRACUSE INTER,SYRACUSE,ESTADOS UNIDOS,I,1.0
1386,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,TLH,REGIONAL,FLORIDA,ESTADOS UNIDOS,I,18.0
1387,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,TLV,BEN GURION,TEL AVIV,ISRAEL,I,14.0
1388,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,TPA,TAMPA INTL,TAMPA,ESTADOS UNIDOS,I,128.0
1389,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,TUL,TULSA INTERNACIONAL,OKLAHOMA,ESTADOS UNIDOS,I,1.0
1390,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,TYS,MC GHEE TYSO,KNOXVILLE,ESTADOS UNIDOS,I,15.0
1391,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,XNA,FAYETTEVELLI,ARKANSAS,ESTADOS UNIDOS,I,5.0
1392,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,YUL,MONTRÉAL-PIERRE ELLIOTT TRUDEAU INT,MONTREAL,CANADA,I,141.0
1393,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,I,150.0
1394,AAL,AMERICAN,2023,1,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,ZRH,ZURICH,ZURICH,SUIZA,I,3.0
1395,AAL,AMERICAN,2023,1,CUN,CANCUN INTL,CANCUN,MEXICO,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,56.0
1396,AAL,AMERICAN,2023,1,CUN,CANCUN INTL,CANCUN,MEXICO,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,7.0
1397,AAL,AMERICAN,2023,1,CUN,CANCUN INTL,CANCUN,MEXICO,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,1.0
1398,AAL,AMERICAN,2023,1,CUN,CANCUN INTL,CANCUN,MEXICO,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,I,3.0
1399,AAL,AMERICAN,2023,1,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,2.0
1400,AAL,AMERICAN,2023,1,CVG,COVINGTON - CINCINNATI,CINCINATTI,ESTADOS UNIDOS,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,I,7.0
1401,AAL,AMERICAN,2023,1,CVG,COVINGTON - CINCINNATI,CINCINATTI,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,26.0
1402,AAL,AMERICAN,2023,1,CZM,COZUMEL INTL,COZUMEL,MEXICO,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,2.0
1403,AAL,AMERICAN,2023,1,DAY,JAMES COX,DAYTON,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,5.0
1404,AAL,AMERICAN,2023,1,DEN,STAPLETON  INT,COLORADO,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,10.0
1405,AAL,AMERICAN,2023,1,DEN,STAPLETON  INT,COLORADO,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,36.0
1406,AAL,AMERICAN,2023,1,DFW,DALLAS,DALAS,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,3.651
1407,AAL,AMERICAN,2023,1,DFW,DALLAS,DALAS,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,544.0
1408,AAL,AMERICAN,2023,1,DOH,DOHA,QATAR,QATAR,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,5.0
1409,AAL,AMERICAN,2023,1,DTW,WAYNE COUNTY,DETROIT,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,43.0
1410,AAL,AMERICAN,2023,1,DTW,WAYNE COUNTY,DETROIT,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,26.0
